# Au,Ir,Pd,Pt,Rh,Ru
0.061,0.216,0.203,0.199,0.209,0.111
0.052,0.244,0.235,0.202,0.216,0.052
0.057,0.227,0.247,0.211,0.216,0.041
0.059,0.234,0.229,0.223,0.218,0.037
0.060,0.223,0.245,0.239,0.207,0.027
0.059,0.220,0.237,0.247,0.204,0.032
0.060,0.219,0.240,0.251,0.202,0.027
0.060,0.220,0.242,0.247,0.203,0.027
0.060,0.225,0.242,0.247,0.198,0.027
0.060,0.225,0.242,0.247,0.198,0.027
