# Au,Ir,Pd,Pt,Rh,Ru
0.027,0.159,0.199,0.209,0.213,0.193
0.028,0.194,0.217,0.256,0.222,0.083
0.031,0.202,0.190,0.258,0.245,0.074
0.013,0.201,0.201,0.268,0.248,0.067
0.014,0.197,0.197,0.286,0.245,0.061
0.014,0.192,0.205,0.281,0.247,0.062
0.014,0.193,0.214,0.290,0.234,0.055
0.014,0.193,0.214,0.290,0.234,0.055
0.014,0.193,0.214,0.283,0.234,0.062
0.014,0.196,0.210,0.287,0.238,0.056
0.014,0.191,0.213,0.291,0.234,0.057
0.014,0.199,0.213,0.284,0.234,0.057
0.014,0.199,0.213,0.284,0.234,0.057
