# Au,Cu,Pd
0.330,0.310,0.360
0.410,0.070,0.520
0.440,0.180,0.380
0.460,0.120,0.420
0.500,0.060,0.440
0.520,0.040,0.440
0.510,0.040,0.450
0.540,0.010,0.450
0.560,0.000,0.440
0.560,0.000,0.440
