# Au,Cu,Pd
0.320,0.330,0.350
0.410,0.110,0.480
0.430,0.100,0.470
0.450,0.070,0.480
0.440,0.110,0.450
0.510,0.040,0.450
0.510,0.010,0.480
0.520,0.000,0.480
