# Au,Cu,Pd
0.370,0.340,0.290
0.410,0.150,0.440
0.430,0.100,0.470
0.510,0.070,0.420
0.530,0.090,0.380
0.550,0.040,0.410
0.530,0.050,0.420
0.540,0.050,0.410
0.540,0.030,0.430
0.550,0.000,0.450
0.540,0.010,0.450
0.550,0.000,0.450
