# Au,Cu,Pd
0.380,0.320,0.300
0.500,0.150,0.350
0.470,0.170,0.360
0.570,0.100,0.330
0.590,0.070,0.340
0.600,0.080,0.320
0.600,0.070,0.330
0.610,0.010,0.380
0.630,0.000,0.370
0.610,0.020,0.370
0.620,0.000,0.380
0.630,0.010,0.360
0.640,0.000,0.360
