# Au,Cu,Pd
0.340,0.320,0.340
0.490,0.080,0.430
0.450,0.140,0.410
0.460,0.060,0.480
0.460,0.080,0.460
0.470,0.040,0.490
0.510,0.000,0.490
0.480,0.010,0.510
0.490,0.000,0.510
