# Au,Cu,Pd
0.370,0.350,0.280
0.480,0.080,0.440
0.440,0.080,0.480
0.460,0.060,0.480
0.500,0.040,0.460
0.540,0.020,0.440
0.520,0.020,0.460
0.520,0.040,0.440
0.530,0.010,0.460
0.500,0.040,0.460
0.490,0.040,0.470
0.500,0.010,0.490
0.490,0.020,0.490
0.510,0.000,0.490
0.510,0.000,0.490
