# Au,Cu,Pd
0.380,0.340,0.280
0.410,0.120,0.470
0.380,0.120,0.500
0.480,0.050,0.470
0.460,0.050,0.490
0.510,0.010,0.480
0.530,0.000,0.470
0.520,0.000,0.480
0.530,0.000,0.470
0.530,0.000,0.470
