# Au,Cu,Pd
0.360,0.340,0.300
0.520,0.100,0.380
0.490,0.100,0.410
0.510,0.080,0.410
0.530,0.030,0.440
0.540,0.040,0.420
0.560,0.030,0.410
0.570,0.000,0.430
0.570,0.000,0.430
