# Au,Cu,Pd
0.330,0.360,0.310
0.450,0.110,0.440
0.410,0.140,0.450
0.390,0.140,0.470
0.470,0.090,0.440
0.540,0.080,0.380
0.550,0.010,0.440
0.590,0.010,0.400
0.600,0.000,0.400
0.590,0.010,0.400
0.590,0.000,0.410
