# Au,Cu,Pd
0.380,0.280,0.340
0.460,0.120,0.420
0.440,0.090,0.470
0.450,0.070,0.480
0.490,0.060,0.450
0.470,0.020,0.510
0.440,0.020,0.540
0.440,0.030,0.530
0.450,0.000,0.550
