# Au,Cu,Pd
0.330,0.340,0.330
0.430,0.150,0.420
0.380,0.160,0.460
0.420,0.120,0.460
0.470,0.090,0.440
0.470,0.070,0.460
0.450,0.090,0.460
0.460,0.060,0.480
0.450,0.070,0.480
0.470,0.030,0.500
0.500,0.010,0.490
0.510,0.000,0.490
0.490,0.020,0.490
0.490,0.010,0.500
0.500,0.000,0.500
