# Au,Cu,Pd
0.300,0.330,0.370
0.390,0.120,0.490
0.420,0.050,0.530
0.420,0.130,0.450
0.480,0.070,0.450
0.490,0.000,0.510
0.470,0.010,0.520
0.480,0.010,0.510
0.480,0.000,0.520
0.490,0.000,0.510
0.490,0.000,0.510
