# Au,Cu,Pd
0.370,0.320,0.310
0.510,0.100,0.390
0.530,0.110,0.360
0.530,0.050,0.420
0.500,0.040,0.460
0.560,0.010,0.430
0.540,0.030,0.430
0.540,0.030,0.430
0.540,0.030,0.430
0.590,0.000,0.410
