# Au,Cu,Pd
0.350,0.370,0.280
0.440,0.120,0.440
0.440,0.100,0.460
0.430,0.030,0.540
0.480,0.050,0.470
0.480,0.050,0.470
0.500,0.030,0.470
0.520,0.000,0.480
0.520,0.020,0.460
0.510,0.030,0.460
0.530,0.030,0.440
0.530,0.000,0.470
0.530,0.000,0.470
0.540,0.000,0.460
0.540,0.000,0.460
