# Au,Cu,Pd
0.350,0.350,0.300
0.500,0.130,0.370
0.500,0.090,0.410
0.460,0.110,0.430
0.470,0.060,0.470
0.510,0.070,0.420
0.530,0.010,0.460
0.530,0.030,0.440
0.480,0.060,0.460
0.470,0.070,0.460
0.500,0.030,0.470
0.480,0.030,0.490
0.480,0.030,0.490
0.520,0.030,0.450
0.530,0.000,0.470
0.540,0.000,0.460
