# Au,Cu,Pd
0.380,0.290,0.330
0.540,0.060,0.400
0.570,0.040,0.390
0.520,0.070,0.410
0.560,0.100,0.340
0.600,0.030,0.370
0.560,0.100,0.340
0.620,0.010,0.370
0.610,0.020,0.370
0.600,0.030,0.370
0.610,0.000,0.390
0.610,0.010,0.380
0.600,0.000,0.400
0.600,0.000,0.400
