# Au,Cu,Pd
0.330,0.340,0.330
0.430,0.160,0.410
0.430,0.110,0.460
0.460,0.080,0.460
0.410,0.070,0.520
0.430,0.030,0.540
0.450,0.010,0.540
0.460,0.000,0.540
0.460,0.010,0.530
0.470,0.000,0.530
0.460,0.020,0.520
0.460,0.010,0.530
0.480,0.000,0.520
0.480,0.000,0.520
