# Au,Cu,Pd
0.370,0.320,0.310
0.450,0.130,0.420
0.450,0.100,0.450
0.360,0.100,0.540
0.470,0.030,0.500
0.430,0.060,0.510
0.430,0.040,0.530
0.400,0.050,0.550
0.420,0.050,0.530
0.430,0.010,0.560
0.420,0.010,0.570
0.430,0.010,0.560
0.440,0.000,0.560
