# Au,Cu,Pd
0.290,0.360,0.350
0.390,0.100,0.510
0.420,0.080,0.500
0.410,0.140,0.450
0.400,0.070,0.530
0.420,0.050,0.530
0.410,0.030,0.560
0.420,0.000,0.580
0.430,0.010,0.560
0.420,0.010,0.570
0.440,0.010,0.550
0.420,0.000,0.580
