# Au,Cu,Pd
0.350,0.300,0.350
0.370,0.080,0.550
0.390,0.080,0.530
0.350,0.110,0.540
0.420,0.020,0.560
0.410,0.060,0.530
0.420,0.020,0.560
0.460,0.010,0.530
0.460,0.010,0.530
0.460,0.010,0.530
0.450,0.010,0.540
0.450,0.000,0.550
