# Au,Cu,Pd
0.340,0.300,0.360
0.410,0.150,0.440
0.420,0.130,0.450
0.450,0.110,0.440
0.470,0.050,0.480
0.510,0.050,0.440
0.540,0.030,0.430
0.580,0.000,0.420
0.550,0.030,0.420
0.570,0.010,0.420
0.590,0.000,0.410
