# Au,Cu,Pd
0.350,0.340,0.310
0.510,0.080,0.410
0.470,0.130,0.400
0.480,0.080,0.440
0.470,0.050,0.480
0.440,0.080,0.480
0.450,0.000,0.550
0.460,0.000,0.540
0.460,0.010,0.530
0.460,0.000,0.540
0.460,0.000,0.540
