# Au,Cu,Pd
0.360,0.290,0.350
0.440,0.060,0.500
0.410,0.100,0.490
0.500,0.070,0.430
0.550,0.040,0.410
0.580,0.030,0.390
0.540,0.050,0.410
0.520,0.050,0.430
0.540,0.020,0.440
0.550,0.010,0.440
0.560,0.000,0.440
0.580,0.000,0.420
0.580,0.000,0.420
