# Au,Cu,Pd
0.350,0.340,0.310
0.480,0.100,0.420
0.480,0.120,0.400
0.510,0.060,0.430
0.490,0.050,0.460
0.520,0.000,0.480
0.460,0.050,0.490
0.470,0.030,0.500
0.510,0.010,0.480
0.480,0.000,0.520
0.480,0.010,0.510
0.500,0.000,0.500
0.500,0.000,0.500
