# Au,Cu,Pd
0.320,0.290,0.390
0.420,0.090,0.490
0.390,0.130,0.480
0.390,0.110,0.500
0.390,0.120,0.490
0.470,0.040,0.490
0.520,0.030,0.450
0.530,0.030,0.440
0.530,0.010,0.460
0.540,0.000,0.460
0.560,0.000,0.440
