# Au,Cu,Pd
0.380,0.330,0.290
0.600,0.100,0.300
0.530,0.100,0.370
0.440,0.160,0.400
0.470,0.070,0.460
0.490,0.010,0.500
0.480,0.030,0.490
0.500,0.000,0.500
0.490,0.010,0.500
0.510,0.000,0.490
0.510,0.000,0.490
