# Au,Cu,Pd
0.360,0.310,0.330
0.400,0.110,0.490
0.480,0.110,0.410
0.480,0.090,0.430
0.530,0.040,0.430
0.550,0.010,0.440
0.550,0.020,0.430
0.570,0.000,0.430
0.570,0.010,0.420
0.550,0.020,0.430
0.550,0.010,0.440
0.560,0.000,0.440
