# Au,Cu,Pd
0.310,0.330,0.360
0.410,0.100,0.490
0.400,0.130,0.470
0.420,0.130,0.450
0.410,0.110,0.480
0.500,0.050,0.450
0.500,0.030,0.470
0.510,0.000,0.490
0.510,0.000,0.490
