# Au,Cu,Pd
0.310,0.310,0.380
0.420,0.150,0.430
0.440,0.130,0.430
0.430,0.110,0.460
0.460,0.120,0.420
0.420,0.100,0.480
0.450,0.050,0.500
0.450,0.030,0.520
0.470,0.030,0.500
0.480,0.000,0.520
