# Au,Cu,Pd
0.380,0.340,0.280
0.480,0.170,0.350
0.360,0.170,0.470
0.420,0.200,0.380
0.420,0.120,0.460
0.450,0.010,0.540
0.410,0.010,0.580
0.420,0.020,0.560
0.420,0.010,0.570
0.440,0.000,0.560
0.440,0.000,0.560
