# Au,Cu,Pd
0.330,0.300,0.370
0.520,0.060,0.420
0.450,0.080,0.470
0.450,0.150,0.400
0.490,0.080,0.430
0.450,0.050,0.500
0.470,0.070,0.460
0.510,0.020,0.470
0.480,0.030,0.490
0.490,0.020,0.490
0.500,0.000,0.500
0.500,0.000,0.500
