# Au,Cu,Pd
0.330,0.340,0.330
0.510,0.070,0.420
0.410,0.190,0.400
0.400,0.070,0.530
0.390,0.070,0.540
0.390,0.060,0.550
0.430,0.060,0.510
0.460,0.040,0.500
0.460,0.000,0.540
0.470,0.000,0.530
0.460,0.010,0.530
0.470,0.000,0.530
