# Au,Cu,Pd
0.330,0.310,0.360
0.510,0.070,0.420
0.450,0.110,0.440
0.490,0.100,0.410
0.520,0.080,0.400
0.530,0.010,0.460
0.450,0.050,0.500
0.520,0.000,0.480
0.510,0.000,0.490
0.510,0.000,0.490
