# Au,Cu,Pd
0.380,0.300,0.320
0.530,0.090,0.380
0.480,0.120,0.400
0.520,0.100,0.380
0.560,0.070,0.370
0.510,0.030,0.460
0.530,0.050,0.420
0.560,0.040,0.400
0.560,0.000,0.440
0.580,0.000,0.420
0.570,0.000,0.430
0.560,0.000,0.440
