# Au,Cu,Pd
0.350,0.370,0.280
0.370,0.140,0.490
0.430,0.160,0.410
0.540,0.110,0.350
0.520,0.030,0.450
0.500,0.090,0.410
0.520,0.070,0.410
0.590,0.020,0.390
0.560,0.050,0.390
0.570,0.000,0.430
0.580,0.000,0.420
0.580,0.000,0.420
