# Au,Cu,Pd
0.340,0.340,0.320
0.480,0.140,0.380
0.480,0.190,0.330
0.470,0.070,0.460
0.470,0.130,0.400
0.590,0.030,0.380
0.610,0.010,0.380
0.600,0.000,0.400
0.610,0.000,0.390
0.610,0.010,0.380
0.610,0.000,0.390
