# Au,Cu,Pd
0.350,0.370,0.280
0.470,0.180,0.350
0.500,0.120,0.380
0.520,0.110,0.370
0.560,0.060,0.380
0.550,0.040,0.410
0.580,0.010,0.410
0.590,0.000,0.410
