# Au,Cu,Pd
0.320,0.380,0.300
0.440,0.170,0.390
0.320,0.100,0.580
0.300,0.180,0.520
0.360,0.100,0.540
0.410,0.040,0.550
0.380,0.060,0.560
0.380,0.040,0.580
0.390,0.010,0.600
0.390,0.010,0.600
0.390,0.000,0.610
0.390,0.000,0.610
0.390,0.000,0.610
0.390,0.000,0.610
