# Au,Cu,Pd
0.310,0.340,0.350
0.400,0.180,0.420
0.400,0.140,0.460
0.360,0.130,0.510
0.370,0.090,0.540
0.420,0.040,0.540
0.390,0.070,0.540
0.370,0.030,0.600
0.390,0.000,0.610
0.450,0.030,0.520
0.460,0.010,0.530
0.460,0.000,0.540
