# Au,Cu,Pd
0.330,0.330,0.340
0.430,0.120,0.450
0.400,0.090,0.510
0.420,0.130,0.450
0.590,0.050,0.360
0.550,0.050,0.400
0.570,0.060,0.370
0.570,0.050,0.380
0.570,0.040,0.390
0.600,0.020,0.380
0.600,0.000,0.400
