# Au,Cu,Pd
0.300,0.330,0.370
0.450,0.100,0.450
0.380,0.150,0.470
0.460,0.060,0.480
0.440,0.110,0.450
0.490,0.010,0.500
0.510,0.000,0.490
0.510,0.000,0.490
0.510,0.000,0.490
0.510,0.010,0.480
0.500,0.000,0.500
