# Au,Cu,Pd
0.350,0.330,0.320
0.550,0.070,0.380
0.480,0.080,0.440
0.470,0.050,0.480
0.470,0.080,0.450
0.500,0.030,0.470
0.470,0.020,0.510
0.480,0.030,0.490
0.490,0.020,0.490
0.490,0.010,0.500
0.480,0.030,0.490
0.530,0.000,0.470
0.540,0.010,0.450
0.510,0.020,0.470
0.510,0.000,0.490
0.530,0.000,0.470
