# Au,Cu,Pd
0.360,0.340,0.300
0.470,0.140,0.390
0.460,0.100,0.440
0.480,0.100,0.420
0.480,0.070,0.450
0.540,0.010,0.450
0.510,0.040,0.450
0.530,0.000,0.470
0.520,0.020,0.460
0.510,0.000,0.490
0.520,0.010,0.470
0.520,0.000,0.480
