# Au,Cu,Pd
0.360,0.290,0.350
0.510,0.090,0.400
0.460,0.130,0.410
0.440,0.150,0.410
0.480,0.060,0.460
0.490,0.050,0.460
0.470,0.010,0.520
0.480,0.010,0.510
0.480,0.000,0.520
0.480,0.010,0.510
0.490,0.000,0.510
0.500,0.000,0.500
