# Au,Cu,Pd
0.330,0.330,0.340
0.430,0.160,0.410
0.440,0.130,0.430
0.480,0.140,0.380
0.520,0.100,0.380
0.520,0.030,0.450
0.510,0.040,0.450
0.510,0.040,0.450
0.550,0.010,0.440
0.540,0.000,0.460
0.540,0.000,0.460
0.540,0.000,0.460
0.540,0.000,0.460
