# Au,Cu,Pd
0.370,0.300,0.330
0.470,0.160,0.370
0.520,0.160,0.320
0.510,0.110,0.380
0.530,0.110,0.360
0.550,0.060,0.390
0.480,0.070,0.450
0.490,0.020,0.490
0.480,0.040,0.480
0.480,0.020,0.500
0.460,0.020,0.520
0.460,0.000,0.540
