# Au,Cu,Pd
0.280,0.370,0.350
0.440,0.080,0.480
0.460,0.100,0.440
0.410,0.150,0.440
0.390,0.130,0.480
0.390,0.070,0.540
0.450,0.000,0.550
0.470,0.040,0.490
0.480,0.030,0.490
0.440,0.030,0.530
0.460,0.020,0.520
0.480,0.000,0.520
