# Au,Cu,Pd
0.300,0.370,0.330
0.350,0.270,0.380
0.430,0.220,0.350
0.520,0.070,0.410
0.510,0.090,0.400
0.510,0.020,0.470
0.470,0.030,0.500
0.490,0.010,0.500
0.460,0.050,0.490
0.480,0.000,0.520
0.500,0.000,0.500
0.490,0.020,0.490
0.500,0.000,0.500
0.490,0.010,0.500
0.490,0.000,0.510
0.500,0.000,0.500
