# Au,Cu,Pd
0.360,0.310,0.330
0.470,0.120,0.410
0.450,0.140,0.410
0.460,0.090,0.450
0.480,0.080,0.440
0.510,0.050,0.440
0.450,0.060,0.490
0.460,0.000,0.540
0.460,0.020,0.520
0.470,0.000,0.530
0.460,0.020,0.520
0.500,0.020,0.480
0.520,0.000,0.480
0.510,0.020,0.470
0.510,0.020,0.470
0.510,0.020,0.470
0.540,0.000,0.460
0.550,0.000,0.450
0.540,0.000,0.460
