# Au,Cu,Pd
0.300,0.360,0.340
0.390,0.170,0.440
0.380,0.190,0.430
0.510,0.090,0.400
0.490,0.070,0.440
0.450,0.070,0.480
0.470,0.030,0.500
0.500,0.030,0.470
0.500,0.030,0.470
0.500,0.040,0.460
0.510,0.020,0.470
0.500,0.020,0.480
0.510,0.010,0.480
0.510,0.010,0.480
0.500,0.000,0.500
