# Au,Cu,Pd
0.330,0.280,0.390
0.470,0.050,0.480
0.440,0.120,0.440
0.390,0.150,0.460
0.470,0.070,0.460
0.490,0.030,0.480
0.510,0.040,0.450
0.510,0.040,0.450
0.510,0.010,0.480
0.510,0.010,0.480
0.490,0.000,0.510
0.490,0.000,0.510
0.500,0.000,0.500
