# Au,Cu,Pd
0.290,0.370,0.340
0.460,0.110,0.430
0.370,0.150,0.480
0.490,0.030,0.480
0.390,0.110,0.500
0.440,0.040,0.520
0.440,0.050,0.510
0.450,0.000,0.550
