# Au,Cu,Pd
0.350,0.340,0.310
0.450,0.160,0.390
0.360,0.190,0.450
0.480,0.180,0.340
0.460,0.140,0.400
0.460,0.060,0.480
0.460,0.050,0.490
0.470,0.020,0.510
0.490,0.020,0.490
0.520,0.000,0.480
0.520,0.000,0.480
0.500,0.020,0.480
0.510,0.000,0.490
