# Au,Cu,Pd
0.320,0.300,0.380
0.350,0.120,0.530
0.390,0.130,0.480
0.390,0.140,0.470
0.380,0.150,0.470
0.400,0.060,0.540
0.410,0.080,0.510
0.440,0.060,0.500
0.460,0.040,0.500
0.510,0.030,0.460
0.500,0.030,0.470
0.510,0.000,0.490
