# Au,Cu,Pd
0.350,0.290,0.360
0.470,0.060,0.470
0.390,0.080,0.530
0.460,0.050,0.490
0.440,0.100,0.460
0.470,0.090,0.440
0.490,0.020,0.490
0.500,0.030,0.470
0.490,0.030,0.480
0.470,0.010,0.520
0.470,0.020,0.510
0.510,0.000,0.490
