# Au,Cu,Pd
0.380,0.330,0.290
0.400,0.170,0.430
0.380,0.180,0.440
0.370,0.100,0.530
0.420,0.050,0.530
0.400,0.090,0.510
0.360,0.040,0.600
0.370,0.010,0.620
0.380,0.010,0.610
0.380,0.020,0.600
0.390,0.000,0.610
0.370,0.020,0.610
0.370,0.020,0.610
0.390,0.000,0.610
0.380,0.020,0.600
0.390,0.000,0.610
