# Au,Cu,Pd
0.350,0.300,0.350
0.440,0.130,0.430
0.450,0.040,0.510
0.470,0.100,0.430
0.530,0.060,0.410
0.530,0.040,0.430
0.520,0.010,0.470
0.490,0.000,0.510
0.500,0.000,0.500
0.500,0.000,0.500
