# Au,Cu,Pd
0.320,0.310,0.370
0.440,0.060,0.500
0.440,0.090,0.470
0.480,0.070,0.450
0.410,0.080,0.510
0.440,0.090,0.470
0.430,0.040,0.530
0.450,0.010,0.540
0.440,0.020,0.540
0.440,0.010,0.550
0.430,0.010,0.560
0.430,0.020,0.550
0.460,0.000,0.540
0.450,0.000,0.550
