# Au,Cu,Pd
0.390,0.310,0.300
0.370,0.120,0.510
0.420,0.080,0.500
0.390,0.030,0.580
0.410,0.010,0.580
0.380,0.010,0.610
0.390,0.010,0.600
0.400,0.000,0.600
