# Au,Cu,Pd
0.300,0.380,0.320
0.400,0.190,0.410
0.370,0.140,0.490
0.390,0.120,0.490
0.430,0.070,0.500
0.410,0.100,0.490
0.430,0.050,0.520
0.450,0.020,0.530
0.450,0.010,0.540
0.450,0.000,0.550
0.450,0.010,0.540
0.470,0.000,0.530
