# Au,Cu,Pd
0.340,0.340,0.320
0.520,0.090,0.390
0.510,0.070,0.420
0.520,0.060,0.420
0.560,0.050,0.390
0.540,0.080,0.380
0.500,0.030,0.470
0.560,0.000,0.440
0.550,0.010,0.440
0.550,0.000,0.450
0.560,0.000,0.440
