# Au,Cu,Pd
0.350,0.310,0.340
0.460,0.100,0.440
0.460,0.080,0.460
0.520,0.060,0.420
0.520,0.080,0.400
0.600,0.030,0.370
0.560,0.050,0.390
0.590,0.010,0.400
0.620,0.010,0.370
0.610,0.000,0.390
